사건,시간대,위치,대화 묶음,id,startObject,npcFrom,desc,반복성,대사 조건,status,parent,rewards,단서 루트 해금,발생 여부,새로운 이벤트 발생,줄바꿈
53,71$72$73$74,812,6027,4,1803$1804,1803,사실 아랫것들에게 그리 친절해 보이는 분은 아니었습니다. ,3,,0,5,,,,,줄바꿈
53,71$72$73$74,812,6027,5,1803$1804,1804,저희랑 담소를 나눌 만한 분은 아니셔서 자세히는 모르지만요.,3,,0,6,,,,,줄바꿈
53,71$72$73$74,812,6027,6,1803$1804,1000,그렇게 판단할 만한 구체적인 사건이 있었나요?,3,,0,7,,,,,줄바꿈
53,71$72$73$74,812,6027,7,1803$1804,1804,으음...저희야 뭐 눈치로 벌어먹고 사는 사람들인데요. 척하면 척이죠.,3,,0,8,,,,,줄바꿈
53,71$72$73$74,812,6027,8,1803$1804,1804,하지만 저희가 말했다는 말은 하지 말아주십쇼!,3,,0,9,,,,,줄바꿈
53,71$72$73$74,812,6027,9,1803$1804,1000,하하 네. 수사에 도움을 주셔서 감사합니다.,3,,0,9,,,,,줄바꿈
53,71$72$73$74,812,6028,0,1803$1804,1803,벼락 부자가 되고 싶다!,3,,0,1,,,,,줄바꿈
53,71$72$73$74,812,6028,1,1803$1804,1804,돈을 많이 벌면 넌 행복할 것 같아?,3,,0,2,,,,,줄바꿈
53,71$72$73$74,812,6028,2,1803$1804,1803,당연한 소리를. 그럼 너는 아니야?,3,,0,3,,,,,줄바꿈
53,71$72$73$74,812,6028,3,1803$1804,1804,빵 한 조각에도 벌벌 떨던 땐 그랬는데$ 요새 세상을 보면… 그것도 아닌것 같다.,3,,0,4,,,,,줄바꿈
53,71$72$73$74,812,6028,4,1803$1804,1803,배부른 소리! 나는 차라리 많이 벌어서 불행해봤음 좋겠네. ,3,,0,5,,,,,줄바꿈
53,71$72$73$74,812,6028,5,1803$1804,1804,그냥 그렇네. 연쇄살인 때문인지 요새 기분이 아주 싱숭생숭해.,3,,0,5,,,,,줄바꿈
53,71$72$73$74,812,6029,0,1803$1804,1803,으아$ 일 하기 싫다. 분수에라도 뛰어들고 싶어.,3,,0,1,,,,,줄바꿈
53,71$72$73$74,812,6029,1,1803$1804,1804,아서라. 이게 네 몸값보다 비싸. ,3,,0,1,,,,,줄바꿈
53,72,812,6030,0,1803$1804,1803,이번에 마님께서 볼일이 있으셔서 자작님 저택에 방문했었는데 말이야.,2,228,0,1,,,,,줄바꿈
53,72,812,6030,1,1803$1804,1803,마음고생이 심하신가 보더라고! 그 잘생긴 얼굴이 반쪽이 되셔선…,2,,0,2,,,,,줄바꿈
53,72,812,6030,2,1803$1804,1804,세상에나! 하긴 그렇게나 각별한 사이셨으니…,2,,0,3,,,,,줄바꿈
53,72,812,6030,3,1803$1804,1803,그뿐이겠어? 그게 알려지면 큰 일이니까 사리시는 거지.,2,,0,4,,,,,줄바꿈
53,72,812,6030,4,1803$1804,1804,아$ 참참 그렇겠네.,2,,0,5,,,,,줄바꿈
53,72,812,6030,5,1803$1804,1803,아무튼$ 범인이 누군지… 난 내심 통쾌해.,2,,0,6,,,,,줄바꿈
53,72,812,6030,6,1803$1804,1804,쉿! 잡혀갈라! 너 어디가서 그런 말 말어.,2,,0,6,,,,,줄바꿈
53,71$72$73$74,812,6031,0,9803,1012,호화로워 보이는 분수다. 섬세하게 세공된 조각상에서 깨끗한 물이 흘러 나오고 있다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813,6032,0,9801,1012,고급진 외관의 살롱이다. 화려한 무늬가 새겨진 간판 아래 유리로 된 외벽이 돋보인다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813,6033,0,9802,1012,카페에서 향긋한 커피향이 흘러나온다. 외벽에는 차양이 드리워져 있다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h12,6034,0,1805$1806,1805,음$ 이건 너무 밋밋한 것 같은데… 더 화려한 옷은 없어?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h12,6034,1,1805$1806,1806,아이고$ 워낙 인물이 화려하시니 이 옷 마저도 밋밋해 지네요.,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h12,6034,2,1805$1806,1806,이건 어떠세요? 다이아를 세공해서 장식한 건데…,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h12,6034,3,1805$1806,1805,흠$ 그건 좀 괜찮네. 어디 가져와봐.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h12,6035,0,1805$1806,1805,오늘은 기분이 영 별로라 강렬한 디자인이 필요해. ,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h12,6035,1,1805$1806,1806,이 새빨간 드레스는 어떠세요? ,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h12,6035,2,1805$1806,1806,정열적인 무드를 연출한 거예요.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h12,6035,3,1805$1806,1805,뭐$ 제법 괜찮네. 네가 보기엔 어때?,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813h12,6035,4,1805$1806,1806,어쩜 이렇게 소화하기 힘든 옷마저도 찰떡 같으세요?,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813h12,6035,5,1805$1806,1806,뭔들 잘 어울리시니 저야 추천하기가 너무 쉽네요!,3,,0,6,,,,,줄바꿈
53,71$72$73$74,813h12,6035,6,1805$1806,1805,흐흠$ 이것도 하나 사지. 어디 더 추천 좀 해봐.,3,,0,6,,,,,줄바꿈
53,71$72$73$74,813h12,6036,0,1805$1806,1000,안녕하세요. 혹시 사건에 대해 뭔가 들으신 것 없나요?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h12,6036,1,1805$1806,1805,몰라. 하여튼 요즘 그 사건 때문에 너무 스트레스 받는다니까.,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h12,6036,2,1805$1806,1806,저도 뭐 잘 몰라요..,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h12,6036,3,1805$1806,1000,그렇군요. 수사에 협조해 주셔서 감사합니다.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h12,6037,0,1805$1806,1805,어휴$ 짜증나. 도대체 치안이 이게 뭐야?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h12,6037,1,1805$1806,1805,국가를 지켜야 할 총장이 누군지도 모르는 무뢰배에게 살해되다니…,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h12,6037,2,1805$1806,1806,그러게 말입니다. 불안해서 어디 살겠나요?,3,,0,2,,,,,줄바꿈
53,72,813h12,6038,0,1805$1806,1806,제가 추천해 드린 드레스는 어떠셨나요?,3,,0,1,,,,,줄바꿈
53,72,813h12,6038,1,1805$1806,1805,유람선 파티가 취소되서 결국 못 입었다구!,3,,0,2,,,,,줄바꿈
53,72,813h12,6038,2,1805$1806,1805,모처럼 마음에 쏙 드는 드레스였는데…,3,,0,3,,,,,줄바꿈
53,72,813h12,6038,3,1805$1806,1806,어머머$ 너무 아쉬워요. 파티에서 입으신 모습을 기대했는데…,3,,0,4,,,,,줄바꿈
53,72,813h12,6038,4,1805$1806,1806,대신 마음에 들만한 드레스가 또 나왔어요! 이건 어떠세요?,3,,0,5,,,,,줄바꿈
53,72,813h12,6038,5,1805$1806,1805,흠…뭐 나쁘지 않네.,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813h11$813h12,6039,0,9810,1012,값이 꽤 나가 보이는 화려한 옷들이 진열되어 있다. ,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h12,6040,0,9811,1012,휘황찬란한 샹들리에다. 아주 비싸 보인다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h13,6041,0,9812,1012,고급스런 무늬가 새겨진 액자 안에 그림이 들어 있다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h13,6042,0,9813,1012,고급스러운 티 테이블이다. 화려한 티세트가 올라가 있다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h13,6043,0,9814,1012,티 테이블과 세트로 보이는 고급스러운 의자다.,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h13,6044,0,9815,1012,전신을 볼 수 있을 정도로 커다란 거울이 세워져 있다.,3,,0,0,,,,,줄바꿈
53,71,813h13,6045,0,1807,1807,그렇게 쉽게 죽어버리다니 실망스러워라.,3,,0,1,,,,,줄바꿈
53,71,813h13,6045,1,1807,1807,이번에야 말로 예쁜 아이를 데려갈 수 있을까 기대했는데…,3,,0,2,,,,,줄바꿈
53,71,813h13,6045,2,1807,1000,예쁜 아이라뇨?,3,,0,3,,,,,줄바꿈
53,71,813h13,6045,3,1807,1807,어머$ 내가 무슨 말 했던가? ,3,,0,4,,,,,줄바꿈
53,71,813h13,6045,4,1807,1807,너는 몰라도 되는 얘기니 신경 끄렴. 호호호!,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813h13,6046,0,1807,1807,여기 옷들은 참 마음에 들어... ,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813h13,6047,0,1807,1000,혹시 최근에 수상한 사람을 목격한 적 있으신가요?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h13,6047,1,1807,1807,아니$ 없어. 나는 예쁜게 아니면 관심이 없거든. 호호.,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6047,2,1807,1807,그 범인이란 사람이 너처럼 예쁘면 조금은 흥미가 생길 지도 모르겠구나!,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6048,0,1807,1807,으음$ 차 향기가 좋지? 너도 한잔 할래?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h13,6048,1,1807,1000,아뇨 저는 괜찮습니다. 수사 중이라서요.,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6048,2,1807,1807,마시고 싶어지면 얘기하렴~ 저 옆의 카페와는 수준이 다른 고급 차니까.,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6049,0,1807,1807,조만간 파티를 열어야겠어. 호화롭게 말이야.,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h13,6049,1,1807,1807,너도 올래?,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6049,2,1807,1000,아니요. 전 괜찮습니다.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h13,6049,3,1807,1807,어머$ 그래? 좋은 기회가 될텐데. 왕실 사람들도 초대할 생각이라구?,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813h13,6049,4,1807,1000,그렇다면 더더욱 괜찮습니다. 저는 그럴 신분이 못 되기도 하고…,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813h13,6049,5,1807,1807,그건 그렇지. 호호. 상심마렴. 파티는 계속 열 수 있으니…,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813h13,6050,0,1807,1807,너같은 아이를 유람선 위에서 만났다면 좋았을텐데...,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813h13,6050,1,1807,1000,유람선이요?,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813h13,6050,2,1807,1807,그래$ 유람선. 타보고 싶지 않아?,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813h13,6050,3,1807,1000,글쎄요…저는 그다지…,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813h13,6050,4,1807,1807,후후$ 타보고 싶어지면 언제든 찾아오렴.,3,,0,4,,,,,줄바꿈
53,71,813j11,6051,0,1808$1809,1808,어머$ 너 그 소식 들었니?,3,,0,1,,,,,줄바꿈
53,71,813j11,6051,1,1808$1809,1809,당연하지 그럼! 오늘 아침 신문에 대문짝 만하게 나왔잖아.,3,,0,2,,,,,줄바꿈
53,71,813j11,6051,2,1808$1809,1808,어쩜. 어쩌다 그런 좋은 분이…,3,,0,3,,,,,줄바꿈
53,71,813j11,6051,3,1808$1809,1809,그러게나 말이야.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813j11,6052,0,1808$1809,1808,그러고보니$ 총장님이 돌보시던 아이들은 다 어쩐대?,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813j11,6052,1,1808$1809,1809,그러게 말이야. 또 예전처럼 길거리에 나다니는 거 아냐?,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813j11,6052,2,1808$1809,1808,어머머. 가여워서 어째?,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813j11,6052,3,1808$1809,1808,총장님과 자작님 덕에 요새는 고아들이 없어 좋았는데…,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813j11,6052,4,1808$1809,1809,자작님이 거두어 주시겠지.,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813j11,6052,5,1808$1809,1808,그럼! 얼마나 좋은 분이신데!,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813j11,6053,0,1808$1809,1809,이번 달도 또 적자야. 큰 일이라니까…,3,,0,1,,,,,줄바꿈
53,71$72$73$74,813j11,6053,1,1808$1809,1808,그러니까 말이야. 돈 들데는 많은데 돈 벌 구석은 없고...,3,,0,2,,,,,줄바꿈
53,71$72$73$74,813j11,6053,2,1808$1809,1809,세금이 너무 높아서 그래. 요새는 뭘 살 수가 없다구.,3,,0,3,,,,,줄바꿈
53,71$72$73$74,813j11,6053,3,1808$1809,1808,그러니까. 귀족들만큼 혜택이 있으면 말을 안해~,3,,0,4,,,,,줄바꿈
53,71$72$73$74,813j11,6053,4,1808$1809,1809,그래도 나랏님들 덕택에 우리가 안전한 거지.,3,,0,5,,,,,줄바꿈
53,71$72$73$74,813j11,6053,5,1808$1809,1808,글쎄? 요새 신문을 보면 그렇지도 않던걸 뭐.,3,,0,5,,,,,줄바꿈
53,74,813j11,6054,0,1808$1809,1809,제인은 요새 어떻대? 남편은 돌아왔대?,3,,0,1,사라진 사람들,,,,줄바꿈
53,74,813j11,6054,1,1808$1809,1808,말도 마$ 당최 어딜 간 건지 봤다는 사람이 없댄다.,3,,0,2,,,,,줄바꿈
53,74,813j11,6054,2,1808$1809,1808,사실 말이 실종이지…도망간 게 틀림없지.,3,,0,3,,,,,줄바꿈
53,74,813j11,6054,3,1808$1809,1809,그렇지. 그렇게나 큰 빚을 졌으니…,3,,0,4,,,,,줄바꿈
53,74,813j11,6054,4,1808$1809,1808,제인은 아직도 남편을 믿고 있더라. 돈 벌러 간다고 떠났다고…,3,,0,5,,,,,줄바꿈
53,74,813j11,6054,5,1808$1809,1809,에휴. 제인만 안됐지.,3,,0,5,,,,,줄바꿈
53,73,813j11,6055,0,1808$1809,1000,혹시 최근에 수상한 인물을 목격하신 적 있으신가요?,3,,0,1,,,,,줄바꿈
53,73,813j11,6055,1,1808$1809,1808,수상한 사람이요? 아 참. 덩치 크고 험악하게 생긴 사람을 종종 봐요.,3,,0,2,,,,,줄바꿈
53,73,813j11,6055,2,1808$1809,1809,맞아요. 이 카페에 자주 와요. 저기 직원 아가씨를 보러오는 것 같더라구요.,3,,0,3,,,,,줄바꿈
53,73,813j11,6055,3,1808$1809,1808,근데 글쎄 저번에 저 아가씨가 커피를 쏟아서 소매를 걷어올렸는데…,3,,0,4,,,,,줄바꿈
53,73,813j11,6055,4,1808$1809,1808,웬 아가씨 팔에 그렇게 상처가 많대요?,3,,0,5,,,,,줄바꿈
53,73,813j11,6055,5,1808$1809,1809,그래서 그 남자가 때린 거 아닌가…하고 생각한 거죠.,3,,0,6,,,,,줄바꿈
53,73,813j11,6055,6,1808$1809,1000,그렇군요. 두분이 친밀해 보였나요?,3,,0,7,,,,,줄바꿈
53,73,813j11,6055,7,1808$1809,1808,그럼요! 끝나는 걸 기다렸다 같이 가기도 해요.,3,,0,8,,,,,줄바꿈
53,73,813j11,6055,8,1808$1809,1809,애인인가? 근데 저 아가씨 저번에 본 남자도 애인같아 보였는데.,3,,0,9,,,,,줄바꿈
53,73,813j11,6055,9,1808$1809,1808,어머머 세상에나$ 그래서 때렸나?,3,,0,9,,,,,줄바꿈
53,71$72$73$74,813j11,6056,0,1810,1810,아니$ 또 늦는거야? 나 원 참. ,3,,0,0,,,,,줄바꿈
53,71$72$73$74,813j11,6057,0,1810,1810,도대체 이게 몇 시야? 오늘은 따끔하게 한마디 좀 해야겠어.,3,,0,0,,,,,줄바꿈
